Price,Date,Close,High,Low,Open,Volume
Ticker,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
6126,2020-05-06,665.4857788085938,676.5107592016705,658.5381976123233,666.9663959103116,40489094
6127,2020-05-07,686.5333862304688,689.5857940651655,658.3103678257597,662.8661404995557,50026966
6128,2020-05-08,711.5219116210938,719.7678226730263,700.2690883404237,703.8681743956269,84262770
6129,2020-05-11,718.3555908203125,735.7586652851459,716.3054869223387,719.8133992291014,67085063
6130,2020-05-12,673.9138793945312,714.5059472020546,667.421924512169,712.8885998251221,100683202
6131,2020-05-13,688.212158203125,702.2619926335703,668.6895211050157,702.2619926335703,66430125
6132,2020-05-14,660.388427734375,688.3271605383935,657.6750477639823,675.5880024545381,49266771
6133,2020-05-15,671.1730346679688,674.5302881289011,650.799602528888,664.0906087254111,62152260
6134,2020-05-18,662.595947265625,681.566676898904,656.7322948440275,676.0479523636494,62796089
6135,2020-05-19,647.9481811523438,672.2307744297442,645.3498178286442,670.0692426929081,42315854
6136,2020-05-20,659.3536987304688,665.401340969578,640.6358719382737,648.4541358531619,55320985
6137,2020-05-21,662.8258666992188,672.1157452840495,655.3525311285731,659.9514881495519,39167981
6138,2020-05-22,658.3648681640625,670.5291255142084,656.042398476682,667.6777988728218,37828973
6139,2020-05-26,654.9156494140625,666.711987746456,651.3514150884637,665.9991408813363,33216635
6140,2020-05-27,664.803466796875,668.6895773052198,649.3739196290542,658.1119508999542,35667956
6141,2020-05-28,677.0826416015625,680.5318594707194,666.3900601248649,669.1494222555681,40126278
6142,2020-05-29,673.4724731445312,676.9676732209404,668.0687046665274,675.1280782272748,40022527
6143,2020-06-01,699.2037353515625,707.4818829451973,678.7843208400942,680.6469070898178,39943702
6144,2020-06-02,706.2630615234375,708.2406641496016,699.4106082088995,701.8021121043951,22153960
6145,2020-06-03,708.99951171875,717.4385969223771,705.18231400567,710.5401611566365,25381289
6146,2020-06-04,726.5445556640625,731.0055660770797,708.700574835107,710.0802255113514,34202350
6147,2020-06-05,727.4183349609375,744.1125763541613,723.7391448727824,733.5349504680499,33076685
6148,2020-06-08,721.8076171875,744.2965991694005,719.7381106858822,744.2965991694005,31414953
6149,2020-06-09,706.929931640625,728.0162095211309,705.0213632303459,717.5765306932424,25857161
6150,2020-06-10,723.0263671875,726.4296028526746,708.2636852138279,709.6663270324005,22132647
6151,2020-06-11,707.1829223632812,721.0947498633603,704.1016234241401,720.1979738752296,20385805
6152,2020-06-12,730.6836547851562,732.6152144576557,688.4651139949265,689.8448255423326,38548899
6153,2020-06-15,742.5259399414062,748.2286541304361,717.944461562223,719.738074321748,53107403
6154,2020-06-16,743.974609375,758.1623907318874,729.073920333293,755.6100096990599,51187003
6155,2020-06-17,742.8938598632812,752.1377564867167,736.8002355237924,739.6285710737751,41782053
6156,2020-06-18,761.5426635742188,765.7277195337433,738.4098697010658,739.0537431788737,40471557
6157,2020-06-19,809.1419677734375,822.662884832114,764.3480567847827,768.0271860294589,105804173
6158,2020-06-22,803.04833984375,829.7453067944708,797.9204649082677,815.5805163315279,60198705
6159,2020-06-23,791.4359130859375,811.1424793297066,789.2283991035939,804.8188829721181,37962078
6160,2020-06-24,794.6322021484375,815.2585971943009,787.2049092994675,798.3343834160429,51586221
6161,2020-06-25,790.0562133789062,804.3590113817793,787.8257082275528,794.2412692239427,39679374
6162,2020-06-26,800.978759765625,805.7387156195185,789.6423050208405,795.0691254651592,30921913
6163,2020-06-29,792.470703125,800.1049767587942,788.9755030360393,794.724199397444,25621946
6164,2020-06-30,783.709716796875,800.6798521927149,779.7775632987472,798.8403179323647,30276420
6165,2020-07-01,799.1162109375,804.3590417153952,785.5262592909625,791.0220533998545,28464103
6166,2020-07-02,809.578857421875,812.9131196079647,797.9434568867177,801.5996558055275,28789533
6167,2020-07-03,822.2489624023438,824.5944840246723,813.0970305643506,818.5237901574163,29434266
6168,2020-07-06,851.6364135742188,854.4877403042802,824.1805560989435,830.1132425737019,47016185
6169,2020-07-07,838.5983276367188,857.4081191198532,830.7111510738159,855.4075860574779,35189589
6170,2020-07-08,826.8939819335938,843.8871079698339,823.2147918742058,838.874249528363,26204095
6171,2020-07-09,838.9662475585938,843.9101327881033,821.4901853136708,831.9528558525262,36418942
6172,2020-07-10,863.7086791992188,866.7210046141734,838.966202422353,840.9208139301466,43759967
6173,2020-07-13,889.8997802734375,895.7404411930387,873.8033695999184,875.3440190119952,69608392
6174,2020-07-14,881.6216430664062,892.9810891276039,867.9627184293223,889.4399067182862,67331128
6175,2020-07-15,848.0491943359375,910.0432747129854,826.8940030129448,891.2564746178755,139669773
6176,2020-07-16,847.7733154296875,859.5466633014162,833.539490093024,849.4289206158425,60961724
6177,2020-07-17,879.1842041015625,883.0013409115383,845.2897955321264,848.5091019825423,49726765
6178,2020-07-20,882.955322265625,888.5200896825573,873.642452166094,881.9895728799362,36592938
6179,2020-07-21,906.708984375,909.2154439936105,890.5896432571818,891.7393825415759,42173371
6180,2020-07-22,921.6326904296875,924.392052624469,901.7191422132825,911.974831513282,59771457
6181,2020-07-23,946.3751220703125,956.4468216090578,915.8149739252204,921.6096528717499,58333751
6182,2020-07-24,987.0069580078125,994.7561876482625,946.3751108075335,946.4670753556424,120597372
6183,2020-07-27,991.62890625,1011.2205177956014,978.6138547090544,1002.022603231629,80304827
6184,2020-07-28,1001.5166625976562,1009.0129896248745,989.0764504789688,991.6288924147179,55114422
6185,2020-07-29,964.2420654296875,1003.8621194109529,952.1927635068929,1001.608683907694,72663399
6186,2020-07-30,969.8528442382812,984.0406264074155,952.9056390082703,965.3228603128719,72857444
6187,2020-07-31,950.652099609375,979.1196880321627,944.0756006462246,972.4512245239739,74958061
6188,2020-08-03,923.9321899414062,946.0072096447332,921.2187491360764,943.3857942123627,46715383
6189,2020-08-04,989.053466796875,996.5957761543451,919.9080484052575,929.2669616914684,92041055
6190,2020-08-05,977.9469604492188,1009.9327402204789,974.1987969969156,997.5155802647049,74549993
6191,2020-08-06,981.4651489257812,996.917686240715,969.3698649129506,991.996792380421,49322975
6192,2020-08-07,987.1448974609375,992.3647370507441,975.0726650952371,979.4876324257579,32984416
6193,2020-08-10,974.9116821289062,995.6760243175754,969.5079133565963,992.9626443628061,26958997
6194,2020-08-11,981.3272094726562,993.3765113033899,965.9436454510583,981.787093024438,46828306
6195,2020-08-12,978.475830078125,986.4780837317549,968.9099966647256,975.440513458856,30264617
6196,2020-08-13,975.9234619140625,983.6726915213508,970.3816855675101,978.6598329703886,24830322
6197,2020-08-14,972.1293334960938,991.9968389602483,960.8388603684683,976.1533907618278,33224635
6198,2020-08-17,961.8046264648438,968.0821798405315,952.0318121426657,968.0821798405315,30979066
6199,2020-08-18,974.3138427734375,981.5572065729588,957.6655833561128,958.8842960873559,30547672
6200,2020-08-19,980.2924194335938,990.6171426716428,975.6014977545876,984.63847406836,34087543
6201,2020-08-20,964.426025390625,976.7742733076775,960.2639604769175,974.9806604791936,22537845
